シーズン,日付,ゲームタイプ,球団,ホーム・ビジター,結果,スコア,対戦球団,R,H,E,ボックススコア,回戦,球場,試合開始,試合時間,入場者,GameID
2025,2025-07-15,公式戦,阪神タイガース,ホーム,L,2,中日ドラゴンズ,2,5,2,"1,0,0,0,0,0,1,0,0,0,0",11,甲子園,18:01,03:52,42635,GAME20250715HTCD0498
2025,2025-07-15,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,7,オリックス・バファローズ,7,17,1,"0,0,1,0,0,4,1,0,0,1",12,京セラD大阪,18:01,04:39,24319,GAME20250715OBRE0495
2025,2025-07-15,公式戦,オリックス・バファローズ,ホーム,L,6,東北楽天ゴールデンイーグルス,6,16,1,"0,0,4,0,0,0,0,2,0,0",12,京セラD大阪,18:01,04:39,24319,GAME20250715OBRE0495
2025,2025-07-15,公式戦,千葉ロッテマリーンズ,ビジター,L,2,福岡ソフトバンクホークス,2,8,1,"0,2,0,0,0,0,0,0,0",12,みずほPayPay,18:01,03:08,40129,GAME20250715SHLM0496
2025,2025-07-15,公式戦,福岡ソフトバンクホークス,ホーム,W,10,千葉ロッテマリーンズ,10,12,0,"0,1,3,1,1,0,4,0,x",12,みずほPayPay,18:01,03:08,40129,GAME20250715SHLM0496
2025,2025-07-16,公式戦,横浜DeNAベイスターズ,ビジター,L,3,広島東洋カープ,3,7,1,"1,0,0,1,0,0,1,0,0",13,マツダスタジアム,18:01,03:02,25350,GAME20250716HCDB0501
2025,2025-07-16,公式戦,広島東洋カープ,ホーム,W,4,横浜DeNAベイスターズ,4,7,1,"1,0,2,0,0,1,0,0,x",13,マツダスタジアム,18:01,03:02,25350,GAME20250716HCDB0501
2025,2025-07-16,公式戦,中日ドラゴンズ,ビジター,W,6,阪神タイガース,6,9,0,"0,0,0,0,0,2,0,0,4",12,甲子園,18:02,03:05,42634,GAME20250716HTCD0502
2025,2025-07-16,公式戦,阪神タイガース,ホーム,L,0,中日ドラゴンズ,0,4,0,"0,0,0,0,0,0,0,0,0",12,甲子園,18:02,03:05,42634,GAME20250716HTCD0502
2025,2025-07-16,公式戦,東北楽天ゴールデンイーグルス,ビジター,L,0,オリックス・バファローズ,0,6,0,"0,0,0,0,0,0,0,0,0",13,京セラD大阪,18:01,02:52,23504,GAME20250716OBRE0499
2025,2025-07-16,公式戦,オリックス・バファローズ,ホーム,W,1,東北楽天ゴールデンイーグルス,1,7,0,"0,0,0,0,0,0,0,0,1x",13,京セラD大阪,18:01,02:52,23504,GAME20250716OBRE0499
2025,2025-07-16,公式戦,千葉ロッテマリーンズ,ビジター,L,0,福岡ソフトバンクホークス,0,5,2,"0,0,0,0,0,0,0,0,0",13,みずほPayPay,18:00,02:50,40142,GAME20250716SHLM0500
2025,2025-07-16,公式戦,福岡ソフトバンクホークス,ホーム,W,6,千葉ロッテマリーンズ,6,9,0,"0,0,1,0,0,3,0,2,x",13,みずほPayPay,18:00,02:50,40142,GAME20250716SHLM0500
2025,2025-07-16,公式戦,北海道日本ハムファイターズ,ビジター,W,10,埼玉西武ライオンズ,10,18,0,"3,0,2,0,2,1,0,2,0",13,ベルーナドーム,18:00,03:34,22227,GAME20250716SLNF0503
2025,2025-07-16,公式戦,埼玉西武ライオンズ,ホーム,L,1,北海道日本ハムファイターズ,1,9,2,"0,0,1,0,0,0,0,0,0",13,ベルーナドーム,18:00,03:34,22227,GAME20250716SLNF0503
2025,2025-07-17,公式戦,横浜DeNAベイスターズ,ビジター,T,1,広島東洋カープ,1,5,0,"0,0,0,1,0,0,,,",14,マツダスタジアム,18:01,01:54,23014,GAME20250717HCDB0506
2025,2025-07-17,公式戦,広島東洋カープ,ホーム,T,1,横浜DeNAベイスターズ,1,3,0,"0,1,0,0,0,0x,,,",14,マツダスタジアム,18:01,01:54,23014,GAME20250717HCDB0506
2025,2025-07-17,公式戦,千葉ロッテマリーンズ,ビジター,T,2,福岡ソフトバンクホークス,2,7,1,"1,1,0,0,0,,,,",14,北九州,18:00,02:11,18786,GAME20250717SHLM0504
2025,2025-07-17,公式戦,福岡ソフトバンクホークス,ホーム,T,2,千葉ロッテマリーンズ,2,4,0,"0,1,0,0,1,,,,",14,北九州,18:00,02:11,18786,GAME20250717SHLM0504
2025,2025-07-17,公式戦,北海道日本ハムファイターズ,ビジター,L,3,埼玉西武ライオンズ,3,6,2,"3,0,0,0,0,0,0,0,0",14,ベルーナドーム,18:00,02:32,21513,GAME20250717SLNF0507
2025,2025-07-17,公式戦,埼玉西武ライオンズ,ホーム,W,4,北海道日本ハムファイターズ,4,6,1,"0,1,0,0,3,0,0,0,x",14,ベルーナドーム,18:00,02:32,21513,GAME20250717SLNF0507
2025,2025-07-17,公式戦,読売ジャイアンツ,ビジター,L,2,東京ヤクルトスワローズ,2,8,0,"0,1,0,0,0,1,0,0,0",13,神　宮,18:00,03:21,29375,GAME20250717YSYG0505
2025,2025-07-17,公式戦,東京ヤクルトスワローズ,ホーム,W,3,読売ジャイアンツ,3,12,0,"0,1,0,0,0,1,0,1,x",13,神　宮,18:00,03:21,29375,GAME20250717YSYG0505
2025,2025-07-18,公式戦,オリックス・バファローズ,ビジター,W,8,千葉ロッテマリーンズ,8,12,0,"0,0,1,0,2,0,0,0,0,5",13,ZOZOマリン,18:00,03:49,25757,GAME20250718LMOB0508
2025,2025-07-18,公式戦,千葉ロッテマリーンズ,ホーム,L,3,オリックス・バファローズ,3,8,0,"0,0,0,2,0,1,0,0,0,0",13,ZOZOマリン,18:00,03:49,25757,GAME20250718LMOB0508
2025,2025-07-19,公式戦,横浜DeNAベイスターズ,ビジター,L,2,中日ドラゴンズ,2,8,0,"0,0,0,0,2,0,0,0,0",15,バンテリンドーム,14:00,03:23,36299,GAME20250719CDDB0511
2025,2025-07-19,公式戦,中日ドラゴンズ,ホーム,W,7,横浜DeNAベイスターズ,7,14,1,"0,0,0,0,2,2,2,1,x",15,バンテリンドーム,14:00,03:23,36299,GAME20250719CDDB0511
2025,2025-07-19,公式戦,オリックス・バファローズ,ビジター,L,0,千葉ロッテマリーンズ,0,6,0,"0,0,0,0,0,0,0,0,0",14,ZOZOマリン,18:00,03:01,28847,GAME20250719LMOB0510
2025,2025-07-19,公式戦,千葉ロッテマリーンズ,ホーム,W,8,オリックス・バファローズ,8,13,1,"0,0,0,0,3,3,2,0,x",14,ZOZOマリン,18:00,03:01,28847,GAME20250719LMOB0510
2025,2025-07-19,公式戦,北海道日本ハムファイターズ,ビジター,W,5,東北楽天ゴールデンイーグルス,5,16,1,"1,0,1,0,0,2,1,0,0",15,楽天モバイル,14:01,03:54,24534,GAME20250719RENF0513
2025,2025-07-19,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,2,北海道日本ハムファイターズ,2,11,0,"0,1,0,0,0,0,1,0,0",15,楽天モバイル,14:01,03:54,24534,GAME20250719RENF0513
2025,2025-07-19,公式戦,福岡ソフトバンクホークス,ビジター,W,4,埼玉西武ライオンズ,4,8,0,"0,0,0,2,0,0,0,0,2",16,ベルーナドーム,18:00,02:55,27553,GAME20250719SLSH0514
2025,2025-07-19,公式戦,埼玉西武ライオンズ,ホーム,L,0,福岡ソフトバンクホークス,0,2,1,"0,0,0,0,0,0,0,0,0",16,ベルーナドーム,18:00,02:55,27553,GAME20250719SLSH0514
2025,2025-07-19,公式戦,阪神タイガース,ビジター,W,4,読売ジャイアンツ,4,8,0,"0,0,0,0,0,0,0,0,0,0,4",16,東京ドーム,18:00,03:53,42366,GAME20250719YGHT0512
2025,2025-07-19,公式戦,読売ジャイアンツ,ホーム,L,0,阪神タイガース,0,4,0,"0,0,0,0,0,0,0,0,0,0,0",16,東京ドーム,18:00,03:53,42366,GAME20250719YGHT0512
2025,2025-07-19,公式戦,広島東洋カープ,ビジター,L,1,東京ヤクルトスワローズ,1,5,0,"0,0,0,0,0,0,0,0,1",11,神　宮,18:00,02:56,26671,GAME20250719YSHC0509
2025,2025-07-19,公式戦,東京ヤクルトスワローズ,ホーム,W,3,広島東洋カープ,3,8,0,"0,0,0,1,1,0,0,1,x",11,神　宮,18:00,02:56,26671,GAME20250719YSHC0509
2025,2025-07-20,公式戦,横浜DeNAベイスターズ,ビジター,W,5,中日ドラゴンズ,5,12,1,"0,0,1,0,0,0,0,0,2,2",16,バンテリンドーム,13:30,04:14,36305,GAME20250720CDDB0517
2025,2025-07-20,公式戦,中日ドラゴンズ,ホーム,L,3,横浜DeNAベイスターズ,3,12,0,"1,0,0,0,0,0,2,0,0,0",16,バンテリンドーム,13:30,04:14,36305,GAME20250720CDDB0517
2025,2025-07-20,公式戦,オリックス・バファローズ,ビジター,L,2,千葉ロッテマリーンズ,2,5,1,"0,0,1,0,1,0,0,0,0",15,ZOZOマリン,18:00,03:26,29025,GAME20250720LMOB0516
2025,2025-07-20,公式戦,千葉ロッテマリーンズ,ホーム,W,8,オリックス・バファローズ,8,11,0,"0,0,3,0,0,5,0,0,x",15,ZOZOマリン,18:00,03:26,29025,GAME20250720LMOB0516
2025,2025-07-20,公式戦,北海道日本ハムファイターズ,ビジター,W,4,東北楽天ゴールデンイーグルス,4,6,0,"1,0,0,3,0,0,0,0,0",16,楽天モバイル,13:00,02:22,25071,GAME20250720RENF0519
2025,2025-07-20,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,2,北海道日本ハムファイターズ,2,8,0,"0,1,0,0,0,0,1,0,0",16,楽天モバイル,13:00,02:22,25071,GAME20250720RENF0519
2025,2025-07-20,公式戦,福岡ソフトバンクホークス,ビジター,W,7,埼玉西武ライオンズ,7,11,0,"0,0,4,1,0,2,0,0,0",17,ベルーナドーム,17:00,02:45,27435,GAME20250720SLSH0520
2025,2025-07-20,公式戦,埼玉西武ライオンズ,ホーム,L,3,福岡ソフトバンクホークス,3,8,1,"0,0,2,0,1,0,0,0,0",17,ベルーナドーム,17:00,02:45,27435,GAME20250720SLSH0520
2025,2025-07-20,公式戦,阪神タイガース,ビジター,W,2,読売ジャイアンツ,2,5,0,"0,1,0,1,0,0,0,0,0",17,東京ドーム,14:00,02:54,42360,GAME20250720YGHT0518
2025,2025-07-20,公式戦,読売ジャイアンツ,ホーム,L,1,阪神タイガース,1,4,0,"0,0,0,1,0,0,0,0,0",17,東京ドーム,14:00,02:54,42360,GAME20250720YGHT0518
2025,2025-07-20,公式戦,広島東洋カープ,ビジター,L,7,東京ヤクルトスワローズ,7,10,1,"3,1,0,0,1,1,0,0,1",12,神　宮,18:00,03:35,25904,GAME20250720YSHC0515
2025,2025-07-20,公式戦,東京ヤクルトスワローズ,ホーム,W,8,広島東洋カープ,8,13,1,"3,3,0,0,1,0,0,1,x",12,神　宮,18:00,03:35,25904,GAME20250720YSHC0515
2025,2025-07-21,公式戦,横浜DeNAベイスターズ,ビジター,W,1,中日ドラゴンズ,1,9,0,"0,0,0,0,0,1,0,0,0",17,バンテリンドーム,14:00,02:56,36303,GAME20250721CDDB0523
2025,2025-07-21,公式戦,中日ドラゴンズ,ホーム,L,0,横浜DeNAベイスターズ,0,5,1,"0,0,0,0,0,0,0,0,0",17,バンテリンドーム,14:00,02:56,36303,GAME20250721CDDB0523
2025,2025-07-21,公式戦,オリックス・バファローズ,ビジター,L,0,千葉ロッテマリーンズ,0,1,1,"0,0,0,0,0,0,0,0,0",16,ZOZOマリン,17:00,02:20,23115,GAME20250721LMOB0522
2025,2025-07-21,公式戦,千葉ロッテマリーンズ,ホーム,W,2,オリックス・バファローズ,2,8,0,"0,2,0,0,0,0,0,0,x",16,ZOZOマリン,17:00,02:20,23115,GAME20250721LMOB0522
2025,2025-07-21,公式戦,北海道日本ハムファイターズ,ビジター,W,2,東北楽天ゴールデンイーグルス,2,5,0,"0,0,0,2,0,0,0,0,0",17,楽天モバイル,13:00,03:08,26103,GAME20250721RENF0525
2025,2025-07-21,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,0,北海道日本ハムファイターズ,0,3,1,"0,0,0,0,0,0,0,0,0",17,楽天モバイル,13:00,03:08,26103,GAME20250721RENF0525
2025,2025-07-21,公式戦,福岡ソフトバンクホークス,ビジター,W,4,埼玉西武ライオンズ,4,10,0,"0,0,4,0,0,0,0,0,0",18,ベルーナドーム,17:00,02:43,27289,GAME20250721SLSH0526
2025,2025-07-21,公式戦,埼玉西武ライオンズ,ホーム,L,1,福岡ソフトバンクホークス,1,7,0,"0,1,0,0,0,0,0,0,0",18,ベルーナドーム,17:00,02:43,27289,GAME20250721SLSH0526
2025,2025-07-21,公式戦,阪神タイガース,ビジター,L,5,読売ジャイアンツ,5,11,1,"0,1,2,0,2,0,0,0,0",18,東京ドーム,14:01,03:36,42341,GAME20250721YGHT0524
2025,2025-07-21,公式戦,読売ジャイアンツ,ホーム,W,6,阪神タイガース,6,11,1,"0,0,0,0,0,0,5,0,1x",18,東京ドーム,14:01,03:36,42341,GAME20250721YGHT0524
2025,2025-07-21,公式戦,広島東洋カープ,ビジター,L,6,東京ヤクルトスワローズ,6,13,1,"1,0,1,0,3,1,0,0,0",13,神　宮,18:00,03:38,23812,GAME20250721YSHC0521
2025,2025-07-21,公式戦,東京ヤクルトスワローズ,ホーム,W,7,広島東洋カープ,7,10,0,"0,0,0,1,0,2,1,0,3x",13,神　宮,18:00,03:38,23812,GAME20250721YSHC0521
2025,2025-07-26,公式戦,読売ジャイアンツ,ビジター,W,5,広島東洋カープ,5,10,0,"0,0,0,0,1,0,3,0,1",15,マツダスタジアム,18:02,03:06,31380,GAME20250726HCYG0529
2025,2025-07-26,公式戦,広島東洋カープ,ホーム,L,1,読売ジャイアンツ,1,5,0,"0,0,0,1,0,0,0,0,0",15,マツダスタジアム,18:02,03:06,31380,GAME20250726HCYG0529
2025,2025-07-26,公式戦,横浜DeNAベイスターズ,ビジター,L,0,阪神タイガース,0,4,1,"0,0,0,0,0,0,0,0,0",15,甲子園,18:01,02:41,42639,GAME20250726HTDB0532
2025,2025-07-26,公式戦,阪神タイガース,ホーム,W,2,横浜DeNAベイスターズ,2,3,1,"1,0,0,0,0,1,0,0,x",15,甲子園,18:01,02:41,42639,GAME20250726HTDB0532
2025,2025-07-26,公式戦,千葉ロッテマリーンズ,ビジター,L,0,北海道日本ハムファイターズ,0,3,0,"0,0,0,0,0,0,0,0,0",13,エスコンＦ,18:02,02:36,35024,GAME20250726NFLM0530
2025,2025-07-26,公式戦,北海道日本ハムファイターズ,ホーム,W,5,千葉ロッテマリーンズ,5,9,0,"0,3,1,1,0,0,0,0,x",13,エスコンＦ,18:02,02:36,35024,GAME20250726NFLM0530
2025,2025-07-26,公式戦,埼玉西武ライオンズ,ビジター,L,2,東北楽天ゴールデンイーグルス,2,7,0,"0,0,0,0,0,0,0,0,2",13,楽天モバイル,18:00,03:32,25025,GAME20250726RESL0531
2025,2025-07-26,公式戦,東北楽天ゴールデンイーグルス,ホーム,W,3,埼玉西武ライオンズ,3,10,1,"0,0,1,1,0,0,0,1,x",13,楽天モバイル,18:00,03:32,25025,GAME20250726RESL0531
2025,2025-07-26,公式戦,オリックス・バファローズ,ビジター,L,3,福岡ソフトバンクホークス,3,6,1,"0,0,2,0,0,0,0,1,0",13,みずほPayPay,18:00,03:24,40142,GAME20250726SHOB0527
2025,2025-07-26,公式戦,福岡ソフトバンクホークス,ホーム,W,11,オリックス・バファローズ,11,14,0,"0,0,0,0,0,4,0,7,x",13,みずほPayPay,18:00,03:24,40142,GAME20250726SHOB0527
2025,2025-07-26,公式戦,中日ドラゴンズ,ビジター,L,1,東京ヤクルトスワローズ,1,8,0,"1,0,0,0,0,0,0,0,0",15,神　宮,18:00,03:10,27540,GAME20250726YSCD0528
2025,2025-07-26,公式戦,東京ヤクルトスワローズ,ホーム,W,2,中日ドラゴンズ,2,8,0,"0,0,0,0,0,1,1,0,x",15,神　宮,18:00,03:10,27540,GAME20250726YSCD0528
2025,2025-07-27,公式戦,読売ジャイアンツ,ビジター,W,6,広島東洋カープ,6,12,2,"1,0,3,0,1,0,0,1,0",16,マツダスタジアム,18:00,04:08,32191,GAME20250727HCYG0535
2025,2025-07-27,公式戦,広島東洋カープ,ホーム,L,5,読売ジャイアンツ,5,9,1,"0,0,0,0,4,0,0,1,0",16,マツダスタジアム,18:00,04:08,32191,GAME20250727HCYG0535
2025,2025-07-27,公式戦,横浜DeNAベイスターズ,ビジター,L,1,阪神タイガース,1,7,3,"0,0,0,0,0,1,0,0,0",16,甲子園,18:01,03:08,42635,GAME20250727HTDB0538
2025,2025-07-27,公式戦,阪神タイガース,ホーム,W,7,横浜DeNAベイスターズ,7,9,0,"0,5,0,0,0,0,2,0,x",16,甲子園,18:01,03:08,42635,GAME20250727HTDB0538
2025,2025-07-27,公式戦,千葉ロッテマリーンズ,ビジター,W,5,北海道日本ハムファイターズ,5,10,1,"0,0,0,3,0,0,0,1,0,0,1",14,エスコンＦ,14:01,04:24,32784,GAME20250727NFLM0536
2025,2025-07-27,公式戦,北海道日本ハムファイターズ,ホーム,L,4,千葉ロッテマリーンズ,4,12,0,"1,2,0,0,0,0,1,0,0,0,0",14,エスコンＦ,14:01,04:24,32784,GAME20250727NFLM0536
2025,2025-07-27,公式戦,埼玉西武ライオンズ,ビジター,L,1,東北楽天ゴールデンイーグルス,1,4,1,"0,0,0,0,0,1,0,0,0",14,楽天モバイル,17:00,03:00,23586,GAME20250727RESL0537
2025,2025-07-27,公式戦,東北楽天ゴールデンイーグルス,ホーム,W,4,埼玉西武ライオンズ,4,10,0,"0,0,0,0,0,3,0,1,x",14,楽天モバイル,17:00,03:00,23586,GAME20250727RESL0537
2025,2025-07-27,公式戦,オリックス・バファローズ,ビジター,L,1,福岡ソフトバンクホークス,1,5,1,"0,0,0,0,0,0,0,1,0",14,みずほPayPay,14:00,02:51,40142,GAME20250727SHOB0533
2025,2025-07-27,公式戦,福岡ソフトバンクホークス,ホーム,W,3,オリックス・バファローズ,3,7,0,"0,1,0,2,0,0,0,0,x",14,みずほPayPay,14:00,02:51,40142,GAME20250727SHOB0533
2025,2025-07-27,公式戦,中日ドラゴンズ,ビジター,L,2,東京ヤクルトスワローズ,2,4,1,"0,1,0,1,0,0,0,0,0",16,神　宮,18:00,02:36,27917,GAME20250727YSCD0534
2025,2025-07-27,公式戦,東京ヤクルトスワローズ,ホーム,W,3,中日ドラゴンズ,3,9,0,"1,0,0,2,0,0,0,0,x",16,神　宮,18:00,02:36,27917,GAME20250727YSCD0534
2025,2025-07-29,公式戦,読売ジャイアンツ,ビジター,L,5,中日ドラゴンズ,5,7,1,"3,0,0,0,0,2,0,0,0",14,バンテリンドーム,18:01,03:00,35336,GAME20250729CDYG0542
2025,2025-07-29,公式戦,中日ドラゴンズ,ホーム,W,8,読売ジャイアンツ,8,8,0,"0,0,0,4,2,2,0,0,x",14,バンテリンドーム,18:01,03:00,35336,GAME20250729CDYG0542
2025,2025-07-29,公式戦,東京ヤクルトスワローズ,ビジター,W,5,横浜DeNAベイスターズ,5,12,0,"0,3,0,0,0,1,0,1,0",13,横　浜,17:46,03:02,33439,GAME20250729DBYS0540
2025,2025-07-29,公式戦,横浜DeNAベイスターズ,ホーム,L,1,東京ヤクルトスワローズ,1,7,0,"0,0,1,0,0,0,0,0,0",13,横　浜,17:46,03:02,33439,GAME20250729DBYS0540
2025,2025-07-29,公式戦,広島東洋カープ,ビジター,L,0,阪神タイガース,0,5,1,"0,0,0,0,0,0,0,0,0",16,甲子園,18:01,02:53,42640,GAME20250729HTHC0544
2025,2025-07-29,公式戦,阪神タイガース,ホーム,W,1,広島東洋カープ,1,5,2,"1,0,0,0,0,0,0,0,x",16,甲子園,18:01,02:53,42640,GAME20250729HTHC0544
2025,2025-07-29,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,2,千葉ロッテマリーンズ,2,8,0,"0,0,0,0,1,1,0,0,0",14,ZOZOマリン,18:00,03:15,24821,GAME20250729LMRE0541
2025,2025-07-29,公式戦,千葉ロッテマリーンズ,ホーム,L,1,東北楽天ゴールデンイーグルス,1,10,0,"0,0,0,0,0,0,1,0,0",14,ZOZOマリン,18:00,03:15,24821,GAME20250729LMRE0541
2025,2025-07-29,公式戦,福岡ソフトバンクホークス,ビジター,W,5,北海道日本ハムファイターズ,5,7,0,"1,0,0,3,0,0,1,0,0",14,エスコンＦ,18:01,02:57,32972,GAME20250729NFSH0543
2025,2025-07-29,公式戦,北海道日本ハムファイターズ,ホーム,L,2,福岡ソフトバンクホークス,2,8,0,"1,0,0,0,0,0,0,0,1",14,エスコンＦ,18:01,02:57,32972,GAME20250729NFSH0543
2025,2025-07-29,公式戦,埼玉西武ライオンズ,ビジター,W,3,オリックス・バファローズ,3,11,0,"0,0,0,0,2,0,0,0,0,1",14,京セラD大阪,18:01,03:45,30233,GAME20250729OBSL0539
2025,2025-07-29,公式戦,オリックス・バファローズ,ホーム,L,2,埼玉西武ライオンズ,2,5,0,"0,2,0,0,0,0,0,0,0,0",14,京セラD大阪,18:01,03:45,30233,GAME20250729OBSL0539
2025,2025-07-30,公式戦,読売ジャイアンツ,ビジター,W,2,中日ドラゴンズ,2,10,0,"0,0,0,0,0,2,0,0,0",15,バンテリンドーム,18:00,03:08,35105,GAME20250730CDYG0548
2025,2025-07-30,公式戦,中日ドラゴンズ,ホーム,L,0,読売ジャイアンツ,0,4,1,"0,0,0,0,0,0,0,0,0",15,バンテリンドーム,18:00,03:08,35105,GAME20250730CDYG0548
2025,2025-07-30,公式戦,東京ヤクルトスワローズ,ビジター,W,2,横浜DeNAベイスターズ,2,5,1,"0,1,0,0,0,1,0,0,0",14,横　浜,17:46,02:38,33160,GAME20250730DBYS0546
2025,2025-07-30,公式戦,横浜DeNAベイスターズ,ホーム,L,1,東京ヤクルトスワローズ,1,6,0,"0,0,0,0,0,0,1,0,0",14,横　浜,17:46,02:38,33160,GAME20250730DBYS0546
2025,2025-07-30,公式戦,広島東洋カープ,ビジター,L,0,阪神タイガース,0,6,1,"0,0,0,0,0,0,0,0,0",17,甲子園,18:03,03:34,42638,GAME20250730HTHC0550
2025,2025-07-30,公式戦,阪神タイガース,ホーム,W,5,広島東洋カープ,5,8,1,"0,0,0,1,0,1,0,3,x",17,甲子園,18:03,03:34,42638,GAME20250730HTHC0550
2025,2025-07-30,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,8,千葉ロッテマリーンズ,8,13,0,"3,0,0,0,4,0,0,0,1",15,ZOZOマリン,18:00,03:13,25559,GAME20250730LMRE0547
2025,2025-07-30,公式戦,千葉ロッテマリーンズ,ホーム,L,5,東北楽天ゴールデンイーグルス,5,8,1,"0,0,0,1,1,3,0,0,0",15,ZOZOマリン,18:00,03:13,25559,GAME20250730LMRE0547
2025,2025-07-30,公式戦,福岡ソフトバンクホークス,ビジター,L,4,北海道日本ハムファイターズ,4,8,2,"0,0,2,0,0,0,0,2,0",15,エスコンＦ,18:01,03:02,30431,GAME20250730NFSH0549
2025,2025-07-30,公式戦,北海道日本ハムファイターズ,ホーム,W,5,福岡ソフトバンクホークス,5,9,1,"0,2,0,0,1,0,0,2,x",15,エスコンＦ,18:01,03:02,30431,GAME20250730NFSH0549
2025,2025-07-30,公式戦,埼玉西武ライオンズ,ビジター,L,4,オリックス・バファローズ,4,12,1,"0,0,0,0,0,2,0,0,2",15,京セラD大阪,18:00,02:51,25506,GAME20250730OBSL0545
2025,2025-07-30,公式戦,オリックス・バファローズ,ホーム,W,6,埼玉西武ライオンズ,6,12,0,"0,0,0,1,3,2,0,0,x",15,京セラD大阪,18:00,02:51,25506,GAME20250730OBSL0545
2025,2025-07-31,公式戦,読売ジャイアンツ,ビジター,L,6,中日ドラゴンズ,6,8,4,"1,0,0,3,0,2,0,0,0,0",16,バンテリンドーム,18:00,03:59,36219,GAME20250731CDYG0554
2025,2025-07-31,公式戦,中日ドラゴンズ,ホーム,W,7,読売ジャイアンツ,7,14,0,"0,0,1,2,0,0,0,1,2,1x",16,バンテリンドーム,18:00,03:59,36219,GAME20250731CDYG0554
2025,2025-07-31,公式戦,東京ヤクルトスワローズ,ビジター,L,1,横浜DeNAベイスターズ,1,7,0,"0,0,0,0,0,0,0,0,1",15,横　浜,17:46,03:10,33336,GAME20250731DBYS0552
2025,2025-07-31,公式戦,横浜DeNAベイスターズ,ホーム,W,14,東京ヤクルトスワローズ,14,21,0,"4,1,0,0,0,1,4,4,x",15,横　浜,17:46,03:10,33336,GAME20250731DBYS0552
2025,2025-07-31,公式戦,広島東洋カープ,ビジター,W,6,阪神タイガース,6,11,1,"3,0,0,1,2,0,0,0,0",18,甲子園,18:01,03:25,42639,GAME20250731HTHC0556
2025,2025-07-31,公式戦,阪神タイガース,ホーム,L,3,広島東洋カープ,3,6,1,"1,0,1,1,0,0,0,0,0",18,甲子園,18:01,03:25,42639,GAME20250731HTHC0556
2025,2025-07-31,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,6,千葉ロッテマリーンズ,6,9,0,"0,2,0,1,0,2,0,0,1",16,東京ドーム,18:30,03:29,41164,GAME20250731LMRE0553
2025,2025-07-31,公式戦,千葉ロッテマリーンズ,ホーム,L,5,東北楽天ゴールデンイーグルス,5,8,0,"0,0,0,0,0,1,4,0,0",16,東京ドーム,18:30,03:29,41164,GAME20250731LMRE0553
2025,2025-07-31,公式戦,福岡ソフトバンクホークス,ビジター,W,5,北海道日本ハムファイターズ,5,8,0,"1,0,0,3,1,0,0,0,0",16,エスコンＦ,18:00,03:27,30760,GAME20250731NFSH0555
2025,2025-07-31,公式戦,北海道日本ハムファイターズ,ホーム,L,4,福岡ソフトバンクホークス,4,10,0,"0,0,0,2,1,0,0,0,1",16,エスコンＦ,18:00,03:27,30760,GAME20250731NFSH0555
2025,2025-07-31,公式戦,埼玉西武ライオンズ,ビジター,L,2,オリックス・バファローズ,2,7,2,"0,0,0,2,0,0,0,0,0",16,京セラD大阪,18:01,03:13,24807,GAME20250731OBSL0551
2025,2025-07-31,公式戦,オリックス・バファローズ,ホーム,W,6,埼玉西武ライオンズ,6,11,0,"1,0,0,1,1,3,0,0,x",16,京セラD大阪,18:01,03:13,24807,GAME20250731OBSL0551
2025,2025-08-01,公式戦,中日ドラゴンズ,ビジター,L,1,広島東洋カープ,1,6,1,"0,0,0,1,0,0,0,0,0",15,マツダスタジアム,18:01,03:34,29169,GAME20250801HCCD0561
2025,2025-08-01,公式戦,広島東洋カープ,ホーム,W,3,中日ドラゴンズ,3,7,0,"0,0,0,0,0,2,1,0,x",15,マツダスタジアム,18:01,03:34,29169,GAME20250801HCCD0561
2025,2025-08-01,公式戦,北海道日本ハムファイターズ,ビジター,L,2,オリックス・バファローズ,2,6,1,"0,1,1,0,0,0,0,0,0",16,京セラD大阪,18:16,02:30,30823,GAME20250801OBNF0557
2025,2025-08-01,公式戦,オリックス・バファローズ,ホーム,W,4,北海道日本ハムファイターズ,4,7,1,"0,0,0,0,0,0,0,0,4x",16,京セラD大阪,18:16,02:30,30823,GAME20250801OBNF0557
2025,2025-08-01,公式戦,東北楽天ゴールデンイーグルス,ビジター,L,1,福岡ソフトバンクホークス,1,5,0,"0,0,1,0,0,0,0,0,0",15,みずほPayPay,18:00,02:54,40142,GAME20250801SHRE0558
2025,2025-08-01,公式戦,福岡ソフトバンクホークス,ホーム,W,3,東北楽天ゴールデンイーグルス,3,6,1,"2,0,0,0,1,0,0,0,x",15,みずほPayPay,18:00,02:54,40142,GAME20250801SHRE0558
2025,2025-08-01,公式戦,千葉ロッテマリーンズ,ビジター,L,2,埼玉西武ライオンズ,2,8,0,"0,0,0,0,2,0,0,0,0",14,ベルーナドーム,18:00,02:40,24121,GAME20250801SLLM0562
2025,2025-08-01,公式戦,埼玉西武ライオンズ,ホーム,W,11,千葉ロッテマリーンズ,11,9,0,"2,5,1,2,1,0,0,0,x",14,ベルーナドーム,18:00,02:40,24121,GAME20250801SLLM0562
