シーズン,日付,ゲームタイプ,球団,ホーム・ビジター,結果,スコア,対戦球団,R,H,E,ボックススコア,回戦,球場,試合開始,試合時間,入場者,GameID
2025,2025-05-09,公式戦,横浜DeNAベイスターズ,ホーム,W,4,広島東洋カープ,4,9,0,"0,0,1,0,0,0,1,0,1,1x",7,横　浜,18:00,03:17,31806,GAME20250509DBHC0190
2025,2025-05-09,公式戦,東北楽天ゴールデンイーグルス,ビジター,L,1,北海道日本ハムファイターズ,1,7,1,"0,0,0,0,0,0,0,1,0",6,エスコンＦ,18:01,03:08,27826,GAME20250509NFRE0192
2025,2025-05-09,公式戦,北海道日本ハムファイターズ,ホーム,W,2,東北楽天ゴールデンイーグルス,2,11,1,"0,1,1,0,0,0,0,0,x",6,エスコンＦ,18:01,03:08,27826,GAME20250509NFRE0192
2025,2025-05-09,公式戦,福岡ソフトバンクホークス,ビジター,W,11,オリックス・バファローズ,11,14,1,"0,1,0,0,1,9,0,0,0",6,京セラD大阪,18:00,03:29,25776,GAME20250509OBSH0189
2025,2025-05-09,公式戦,オリックス・バファローズ,ホーム,L,1,福岡ソフトバンクホークス,1,7,0,"1,0,0,0,0,0,0,0,0",6,京セラD大阪,18:00,03:29,25776,GAME20250509OBSH0189
2025,2025-05-09,公式戦,千葉ロッテマリーンズ,ビジター,L,0,埼玉西武ライオンズ,0,4,2,"0,0,0,0,0,0,0,0,0",5,県営大宮,18:01,02:35,17425,GAME20250509SLLM0193
2025,2025-05-09,公式戦,埼玉西武ライオンズ,ホーム,W,1,千葉ロッテマリーンズ,1,6,1,"0,0,0,0,1,0,0,0,x",5,県営大宮,18:01,02:35,17425,GAME20250509SLLM0193
2025,2025-05-09,公式戦,読売ジャイアンツ,ビジター,L,2,東京ヤクルトスワローズ,2,7,2,"0,0,1,1,0,0,0,0,0",7,神　宮,18:00,02:49,26567,GAME20250509YSYG0191
2025,2025-05-09,公式戦,東京ヤクルトスワローズ,ホーム,W,5,読売ジャイアンツ,5,7,1,"0,0,0,1,0,1,1,2,x",7,神　宮,18:00,02:49,26567,GAME20250509YSYG0191
2025,2025-05-10,公式戦,広島東洋カープ,ビジター,W,5,横浜DeNAベイスターズ,5,11,0,"0,0,0,2,0,2,0,0,1",8,横　浜,14:01,02:50,33160,GAME20250510DBHC0195
2025,2025-05-10,公式戦,横浜DeNAベイスターズ,ホーム,L,3,広島東洋カープ,3,6,0,"1,0,2,0,0,0,0,0,0",8,横　浜,14:01,02:50,33160,GAME20250510DBHC0195
2025,2025-05-10,公式戦,中日ドラゴンズ,ビジター,L,0,阪神タイガース,0,7,0,"0,0,0,0,0,0,0,0,0",6,甲子園,14:00,02:28,42598,GAME20250510HTCD0198
2025,2025-05-10,公式戦,阪神タイガース,ホーム,W,2,中日ドラゴンズ,2,7,0,"1,0,0,0,0,1,0,0,x",6,甲子園,14:00,02:28,42598,GAME20250510HTCD0198
2025,2025-05-10,公式戦,東北楽天ゴールデンイーグルス,ビジター,L,7,北海道日本ハムファイターズ,7,11,0,"0,0,0,6,0,1,0,0,0",7,エスコンＦ,14:00,03:34,29280,GAME20250510NFRE0197
2025,2025-05-10,公式戦,北海道日本ハムファイターズ,ホーム,W,8,東北楽天ゴールデンイーグルス,8,10,0,"1,2,0,1,4,0,0,0,x",7,エスコンＦ,14:00,03:34,29280,GAME20250510NFRE0197
2025,2025-05-10,公式戦,福岡ソフトバンクホークス,ビジター,L,1,オリックス・バファローズ,1,6,2,"0,0,0,0,0,0,0,0,1",7,京セラD大阪,18:02,03:10,29376,GAME20250510OBSH0194
2025,2025-05-10,公式戦,オリックス・バファローズ,ホーム,W,6,福岡ソフトバンクホークス,6,9,0,"0,0,0,2,1,3,0,0,x",7,京セラD大阪,18:02,03:10,29376,GAME20250510OBSH0194
2025,2025-05-10,公式戦,千葉ロッテマリーンズ,ビジター,L,0,埼玉西武ライオンズ,0,5,0,"0,0,0,0,0,0,0,0,0",6,ベルーナドーム,18:00,03:02,23396,GAME20250510SLLM0199
2025,2025-05-10,公式戦,埼玉西武ライオンズ,ホーム,W,7,千葉ロッテマリーンズ,7,9,0,"0,0,4,0,0,0,1,2,x",6,ベルーナドーム,18:00,03:02,23396,GAME20250510SLLM0199
2025,2025-05-10,公式戦,読売ジャイアンツ,ビジター,W,3,東京ヤクルトスワローズ,3,6,1,"1,0,0,1,0,0,0,1,0",8,神　宮,18:00,03:06,26949,GAME20250510YSYG0196
2025,2025-05-10,公式戦,東京ヤクルトスワローズ,ホーム,L,2,読売ジャイアンツ,2,9,0,"0,0,1,0,0,0,0,1,0",8,神　宮,18:00,03:06,26949,GAME20250510YSYG0196
2025,2025-05-11,公式戦,広島東洋カープ,ビジター,L,2,横浜DeNAベイスターズ,2,10,0,"0,0,0,1,1,0,0,0,0",9,横　浜,14:00,02:59,33578,GAME20250511DBHC0201
2025,2025-05-11,公式戦,横浜DeNAベイスターズ,ホーム,W,4,広島東洋カープ,4,8,0,"2,0,2,0,0,0,0,0,x",9,横　浜,14:00,02:59,33578,GAME20250511DBHC0201
2025,2025-05-11,公式戦,中日ドラゴンズ,ビジター,L,0,阪神タイガース,0,6,0,"0,0,0,0,0,0,0,0,0",7,甲子園,14:00,02:34,42597,GAME20250511HTCD0204
2025,2025-05-11,公式戦,阪神タイガース,ホーム,W,1,中日ドラゴンズ,1,7,0,"1,0,0,0,0,0,0,0,x",7,甲子園,14:00,02:34,42597,GAME20250511HTCD0204
2025,2025-05-11,公式戦,東北楽天ゴールデンイーグルス,ビジター,L,0,北海道日本ハムファイターズ,0,2,0,"0,0,0,0,0,0,0,0,0",8,エスコンＦ,13:01,02:24,30375,GAME20250511NFRE0203
2025,2025-05-11,公式戦,北海道日本ハムファイターズ,ホーム,W,4,東北楽天ゴールデンイーグルス,4,9,0,"1,2,0,0,0,1,0,0,x",8,エスコンＦ,13:01,02:24,30375,GAME20250511NFRE0203
2025,2025-05-11,公式戦,福岡ソフトバンクホークス,ビジター,W,7,オリックス・バファローズ,7,11,1,"0,2,0,3,0,0,0,2,0",8,京セラD大阪,13:02,02:47,34924,GAME20250511OBSH0200
2025,2025-05-11,公式戦,オリックス・バファローズ,ホーム,L,1,福岡ソフトバンクホークス,1,5,0,"0,1,0,0,0,0,0,0,0",8,京セラD大阪,13:02,02:47,34924,GAME20250511OBSH0200
2025,2025-05-11,公式戦,千葉ロッテマリーンズ,ビジター,L,0,埼玉西武ライオンズ,0,5,1,"0,0,0,0,0,0,0,0,0",7,ベルーナドーム,14:01,02:45,25959,GAME20250511SLLM0205
2025,2025-05-11,公式戦,埼玉西武ライオンズ,ホーム,W,10,千葉ロッテマリーンズ,10,14,0,"0,0,3,0,0,1,5,1,x",7,ベルーナドーム,14:01,02:45,25959,GAME20250511SLLM0205
2025,2025-05-11,公式戦,読売ジャイアンツ,ビジター,L,1,東京ヤクルトスワローズ,1,4,0,"0,0,0,0,0,0,0,1,0",9,神　宮,18:00,02:42,27876,GAME20250511YSYG0202
2025,2025-05-11,公式戦,東京ヤクルトスワローズ,ホーム,W,2,読売ジャイアンツ,2,7,0,"0,0,0,0,0,2,0,0,x",9,神　宮,18:00,02:42,27876,GAME20250511YSYG0202
2025,2025-05-13,公式戦,東京ヤクルトスワローズ,ビジター,L,4,中日ドラゴンズ,4,6,2,"3,0,0,0,0,0,0,0,1",7,豊　橋,18:00,03:16,11032,GAME20250513CDYS0208
2025,2025-05-13,公式戦,中日ドラゴンズ,ホーム,W,5,東京ヤクルトスワローズ,5,12,1,"1,0,0,1,3,0,0,0,x",7,豊　橋,18:00,03:16,11032,GAME20250513CDYS0208
2025,2025-05-13,公式戦,阪神タイガース,ビジター,T,1,横浜DeNAベイスターズ,1,6,1,"0,0,0,0,0,0,0,0,1,0,0,0",7,ハードオフ新潟,18:00,04:08,21211,GAME20250513DBHT0207
2025,2025-05-13,公式戦,横浜DeNAベイスターズ,ホーム,T,1,阪神タイガース,1,7,0,"0,0,0,0,0,0,1,0,0,0,0,0",7,ハードオフ新潟,18:00,04:08,21211,GAME20250513DBHT0207
2025,2025-05-13,公式戦,読売ジャイアンツ,ビジター,L,4,広島東洋カープ,4,14,0,"0,0,0,0,1,1,0,2,0,0,0,0",7,マツダスタジアム,18:01,04:13,25419,GAME20250513HCYG0209
2025,2025-05-13,公式戦,広島東洋カープ,ホーム,W,5,読売ジャイアンツ,5,15,1,"1,1,1,0,1,0,0,0,0,0,0,1x",7,マツダスタジアム,18:01,04:13,25419,GAME20250513HCYG0209
2025,2025-05-13,公式戦,オリックス・バファローズ,ビジター,L,0,北海道日本ハムファイターズ,0,4,0,"0,0,0,0,0,0,0,0,0",10,エスコンＦ,13:01,03:04,28529,GAME20250513NFOB0210
2025,2025-05-13,公式戦,北海道日本ハムファイターズ,ホーム,W,7,オリックス・バファローズ,7,10,1,"0,0,1,0,0,0,5,1,x",10,エスコンＦ,13:01,03:04,28529,GAME20250513NFOB0210
2025,2025-05-13,公式戦,千葉ロッテマリーンズ,ビジター,L,3,東北楽天ゴールデンイーグルス,3,7,1,"0,0,1,1,0,1,0,0,0",9,楽天モバイル,13:00,02:57,23521,GAME20250513RELM0211
2025,2025-05-13,公式戦,東北楽天ゴールデンイーグルス,ホーム,W,4,千葉ロッテマリーンズ,4,7,1,"2,0,0,1,0,0,0,0,1x",9,楽天モバイル,13:00,02:57,23521,GAME20250513RELM0211
2025,2025-05-13,公式戦,埼玉西武ライオンズ,ビジター,L,1,福岡ソフトバンクホークス,1,7,0,"0,0,0,0,0,0,1,0,0",10,京セラD大阪,18:00,02:48,34044,GAME20250513SHSL0206
2025,2025-05-13,公式戦,福岡ソフトバンクホークス,ホーム,W,6,埼玉西武ライオンズ,6,10,0,"1,0,0,0,0,1,2,2,x",10,京セラD大阪,18:00,02:48,34044,GAME20250513SHSL0206
2025,2025-05-14,公式戦,東京ヤクルトスワローズ,ビジター,L,0,中日ドラゴンズ,0,5,0,"0,0,0,0,0,0,0,0,0",8,バンテリンドーム,18:00,02:36,34654,GAME20250514CDYS0213
2025,2025-05-14,公式戦,中日ドラゴンズ,ホーム,W,2,東京ヤクルトスワローズ,2,4,0,"1,0,0,0,0,0,0,1,x",8,バンテリンドーム,18:00,02:36,34654,GAME20250514CDYS0213
2025,2025-05-14,公式戦,読売ジャイアンツ,ビジター,L,0,広島東洋カープ,0,5,0,"0,0,0,0,0,0,0,0,0",8,マツダスタジアム,18:00,03:01,25169,GAME20250514HCYG0214
2025,2025-05-14,公式戦,広島東洋カープ,ホーム,W,3,読売ジャイアンツ,3,7,0,"0,1,0,0,0,1,0,1,x",8,マツダスタジアム,18:00,03:01,25169,GAME20250514HCYG0214
2025,2025-05-14,公式戦,オリックス・バファローズ,ビジター,W,9,北海道日本ハムファイターズ,9,10,0,"2,0,0,0,1,0,0,5,1",11,エスコンＦ,13:00,03:52,28330,GAME20250514NFOB0215
2025,2025-05-14,公式戦,北海道日本ハムファイターズ,ホーム,L,5,オリックス・バファローズ,5,10,1,"0,0,0,0,3,0,2,0,0",11,エスコンＦ,13:00,03:52,28330,GAME20250514NFOB0215
2025,2025-05-14,公式戦,千葉ロッテマリーンズ,ビジター,L,0,東北楽天ゴールデンイーグルス,0,5,1,"0,0,0,0,0,0,0,0,0",10,楽天モバイル,13:00,02:43,24353,GAME20250514RELM0216
2025,2025-05-14,公式戦,東北楽天ゴールデンイーグルス,ホーム,W,4,千葉ロッテマリーンズ,4,12,0,"0,1,1,1,1,0,0,0,x",10,楽天モバイル,13:00,02:43,24353,GAME20250514RELM0216
2025,2025-05-14,公式戦,埼玉西武ライオンズ,ビジター,W,3,福岡ソフトバンクホークス,3,10,0,"1,0,0,0,1,0,1,0,0",11,みずほPayPay,18:00,02:56,38377,GAME20250514SHSL0212
2025,2025-05-14,公式戦,福岡ソフトバンクホークス,ホーム,L,1,埼玉西武ライオンズ,1,4,1,"0,1,0,0,0,0,0,0,0",11,みずほPayPay,18:00,02:56,38377,GAME20250514SHSL0212
2025,2025-05-15,公式戦,阪神タイガース,ビジター,L,0,横浜DeNAベイスターズ,0,4,0,"0,0,0,0,0,0,0,0,0",8,横　浜,18:00,03:13,33413,GAME20250515DBHT0218
2025,2025-05-15,公式戦,横浜DeNAベイスターズ,ホーム,W,1,阪神タイガース,1,5,0,"0,0,0,0,0,0,0,1,x",8,横　浜,18:00,03:13,33413,GAME20250515DBHT0218
2025,2025-05-15,公式戦,読売ジャイアンツ,ビジター,L,1,広島東洋カープ,1,5,0,"0,0,0,0,1,0,0,0,0",9,マツダスタジアム,18:01,03:21,24661,GAME20250515HCYG0219
2025,2025-05-15,公式戦,広島東洋カープ,ホーム,W,5,読売ジャイアンツ,5,7,0,"0,0,0,0,0,4,0,1,x",9,マツダスタジアム,18:01,03:21,24661,GAME20250515HCYG0219
2025,2025-05-15,公式戦,オリックス・バファローズ,ビジター,L,0,北海道日本ハムファイターズ,0,8,1,"0,0,0,0,0,0,0,0,0",12,エスコンＦ,13:00,03:27,29244,GAME20250515NFOB0220
2025,2025-05-15,公式戦,北海道日本ハムファイターズ,ホーム,W,7,オリックス・バファローズ,7,10,0,"0,0,0,0,0,0,2,5,x",12,エスコンＦ,13:00,03:27,29244,GAME20250515NFOB0220
2025,2025-05-15,公式戦,千葉ロッテマリーンズ,ビジター,W,5,東北楽天ゴールデンイーグルス,5,7,0,"1,0,2,0,0,1,1,0,0",11,東京ドーム,18:02,02:53,40629,GAME20250515RELM0221
2025,2025-05-15,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,2,千葉ロッテマリーンズ,2,6,0,"0,0,0,0,0,0,2,0,0",11,東京ドーム,18:02,02:53,40629,GAME20250515RELM0221
2025,2025-05-15,公式戦,埼玉西武ライオンズ,ビジター,L,0,福岡ソフトバンクホークス,0,2,0,"0,0,0,0,0,0,0,0,0",12,みずほPayPay,18:00,02:29,37765,GAME20250515SHSL0217
2025,2025-05-15,公式戦,福岡ソフトバンクホークス,ホーム,W,5,埼玉西武ライオンズ,5,9,0,"0,1,0,2,0,2,0,0,x",12,みずほPayPay,18:00,02:29,37765,GAME20250515SHSL0217
2025,2025-05-16,公式戦,広島東洋カープ,ビジター,W,4,阪神タイガース,4,8,0,"2,0,0,0,0,0,0,0,2",7,甲子園,18:02,02:46,42631,GAME20250516HTHC0226
2025,2025-05-16,公式戦,阪神タイガース,ホーム,L,2,広島東洋カープ,2,6,1,"0,0,0,0,0,0,2,0,0",7,甲子園,18:02,02:46,42631,GAME20250516HTHC0226
2025,2025-05-16,公式戦,北海道日本ハムファイターズ,ビジター,W,8,千葉ロッテマリーンズ,8,10,0,"3,0,0,1,0,0,3,0,1",6,ZOZOマリン,18:00,02:59,27367,GAME20250516LMNF0224
2025,2025-05-16,公式戦,千葉ロッテマリーンズ,ホーム,L,0,北海道日本ハムファイターズ,0,7,0,"0,0,0,0,0,0,0,0,0",6,ZOZOマリン,18:00,02:59,27367,GAME20250516LMNF0224
2025,2025-05-16,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,5,福岡ソフトバンクホークス,5,11,0,"2,0,0,0,1,2,0,0,0",7,みずほPayPay,18:01,03:15,39511,GAME20250516SHRE0222
2025,2025-05-16,公式戦,福岡ソフトバンクホークス,ホーム,L,1,東北楽天ゴールデンイーグルス,1,8,0,"0,0,0,0,0,0,1,0,0",7,みずほPayPay,18:01,03:15,39511,GAME20250516SHRE0222
2025,2025-05-16,公式戦,オリックス・バファローズ,ビジター,L,0,埼玉西武ライオンズ,0,3,1,"0,0,0,0,0,0,0,0,0",7,ベルーナドーム,18:00,02:12,24530,GAME20250516SLOB0227
2025,2025-05-16,公式戦,埼玉西武ライオンズ,ホーム,W,3,オリックス・バファローズ,3,7,0,"1,2,0,0,0,0,0,0,x",7,ベルーナドーム,18:00,02:12,24530,GAME20250516SLOB0227
2025,2025-05-16,公式戦,中日ドラゴンズ,ビジター,L,2,読売ジャイアンツ,2,7,0,"0,0,0,0,0,1,0,1,0",6,東京ドーム,18:00,02:55,41901,GAME20250516YGCD0225
2025,2025-05-16,公式戦,読売ジャイアンツ,ホーム,W,4,中日ドラゴンズ,4,5,1,"0,0,0,1,0,0,0,3,x",6,東京ドーム,18:00,02:55,41901,GAME20250516YGCD0225
2025,2025-05-16,公式戦,横浜DeNAベイスターズ,ビジター,W,8,東京ヤクルトスワローズ,8,16,0,"1,0,0,0,2,0,2,3,0",5,神　宮,18:01,03:44,28231,GAME20250516YSDB0223
2025,2025-05-16,公式戦,東京ヤクルトスワローズ,ホーム,L,6,横浜DeNAベイスターズ,6,7,0,"3,0,0,1,0,2,0,0,0",5,神　宮,18:01,03:44,28231,GAME20250516YSDB0223
2025,2025-05-17,公式戦,広島東洋カープ,ビジター,L,2,阪神タイガース,2,5,1,"0,0,0,0,0,0,0,2,0",8,甲子園,14:01,02:37,42634,GAME20250517HTHC0231
2025,2025-05-17,公式戦,阪神タイガース,ホーム,W,5,広島東洋カープ,5,11,0,"0,0,0,1,3,0,0,1,x",8,甲子園,14:01,02:37,42634,GAME20250517HTHC0231
2025,2025-05-17,公式戦,東北楽天ゴールデンイーグルス,ビジター,L,1,福岡ソフトバンクホークス,1,6,0,"0,0,0,0,1,0,0,0,0",8,みずほPayPay,14:01,03:05,40060,GAME20250517SHRE0228
2025,2025-05-17,公式戦,福岡ソフトバンクホークス,ホーム,W,2,東北楽天ゴールデンイーグルス,2,3,0,"1,0,0,0,1,0,0,0,x",8,みずほPayPay,14:01,03:05,40060,GAME20250517SHRE0228
2025,2025-05-17,公式戦,オリックス・バファローズ,ビジター,L,2,埼玉西武ライオンズ,2,6,2,"0,0,0,0,0,0,0,1,1,0",8,ベルーナドーム,14:01,03:38,26465,GAME20250517SLOB0232
2025,2025-05-17,公式戦,埼玉西武ライオンズ,ホーム,W,3,オリックス・バファローズ,3,12,0,"0,1,0,1,0,0,0,0,0,1x",8,ベルーナドーム,14:01,03:38,26465,GAME20250517SLOB0232
2025,2025-05-17,公式戦,中日ドラゴンズ,ビジター,L,0,読売ジャイアンツ,0,3,1,"0,0,0,0,0,0,0,0,0",7,東京ドーム,18:01,02:43,42106,GAME20250517YGCD0230
2025,2025-05-17,公式戦,読売ジャイアンツ,ホーム,W,1,中日ドラゴンズ,1,4,1,"0,1,0,0,0,0,0,0,x",7,東京ドーム,18:01,02:43,42106,GAME20250517YGCD0230
2025,2025-05-17,公式戦,横浜DeNAベイスターズ,ビジター,L,6,東京ヤクルトスワローズ,6,8,0,"0,0,0,3,2,0,0,1,0",6,神　宮,18:00,03:00,27772,GAME20250517YSDB0229
2025,2025-05-17,公式戦,東京ヤクルトスワローズ,ホーム,W,7,横浜DeNAベイスターズ,7,11,1,"0,1,1,0,1,0,3,1,x",6,神　宮,18:00,03:00,27772,GAME20250517YSDB0229
2025,2025-05-18,公式戦,広島東洋カープ,ビジター,L,1,阪神タイガース,1,4,1,"0,0,0,1,0,0,0,0,0",9,甲子園,14:01,02:46,42597,GAME20250518HTHC0237
2025,2025-05-18,公式戦,阪神タイガース,ホーム,W,3,広島東洋カープ,3,9,2,"0,0,0,0,0,2,1,0,x",9,甲子園,14:01,02:46,42597,GAME20250518HTHC0237
2025,2025-05-18,公式戦,北海道日本ハムファイターズ,ビジター,L,1,千葉ロッテマリーンズ,1,6,1,"0,0,0,0,0,0,0,0,1,0,0,0",7,ZOZOマリン,14:00,03:45,27675,GAME20250518LMNF0235
2025,2025-05-18,公式戦,千葉ロッテマリーンズ,ホーム,W,2,北海道日本ハムファイターズ,2,7,1,"0,0,0,0,0,0,0,0,1,0,0,1x",7,ZOZOマリン,14:00,03:45,27675,GAME20250518LMNF0235
2025,2025-05-18,公式戦,東北楽天ゴールデンイーグルス,ビジター,L,1,福岡ソフトバンクホークス,1,6,0,"0,0,0,0,0,0,0,0,1,0,0,0",9,みずほPayPay,14:01,04:00,40116,GAME20250518SHRE0233
2025,2025-05-18,公式戦,福岡ソフトバンクホークス,ホーム,W,2,東北楽天ゴールデンイーグルス,2,4,1,"0,0,0,0,1,0,0,0,0,0,0,1x",9,みずほPayPay,14:01,04:00,40116,GAME20250518SHRE0233
2025,2025-05-18,公式戦,オリックス・バファローズ,ビジター,W,3,埼玉西武ライオンズ,3,5,0,"0,1,0,0,0,0,0,0,2",9,ベルーナドーム,14:00,02:32,27592,GAME20250518SLOB0238
2025,2025-05-18,公式戦,埼玉西武ライオンズ,ホーム,L,1,オリックス・バファローズ,1,4,0,"1,0,0,0,0,0,0,0,0",9,ベルーナドーム,14:00,02:32,27592,GAME20250518SLOB0238
2025,2025-05-18,公式戦,中日ドラゴンズ,ビジター,W,7,読売ジャイアンツ,7,6,0,"0,1,0,0,1,0,3,2,0",8,東京ドーム,14:00,02:50,42115,GAME20250518YGCD0236
2025,2025-05-18,公式戦,読売ジャイアンツ,ホーム,L,4,中日ドラゴンズ,4,10,1,"0,1,0,0,3,0,0,0,0",8,東京ドーム,14:00,02:50,42115,GAME20250518YGCD0236
2025,2025-05-18,公式戦,横浜DeNAベイスターズ,ビジター,W,10,東京ヤクルトスワローズ,10,13,1,"0,0,0,0,7,0,0,3,0",7,神　宮,18:00,03:06,27316,GAME20250518YSDB0234
2025,2025-05-18,公式戦,東京ヤクルトスワローズ,ホーム,L,2,横浜DeNAベイスターズ,2,8,1,"0,1,0,0,1,0,0,0,0",7,神　宮,18:00,03:06,27316,GAME20250518YSDB0234
2025,2025-05-20,公式戦,中日ドラゴンズ,ビジター,L,2,横浜DeNAベイスターズ,2,10,3,"0,0,0,0,0,1,1,0,0",9,横　浜,17:30,03:09,32377,GAME20250520DBCD0240
2025,2025-05-20,公式戦,横浜DeNAベイスターズ,ホーム,W,10,中日ドラゴンズ,10,12,0,"1,3,2,3,0,1,0,0,x",9,横　浜,17:30,03:09,32377,GAME20250520DBCD0240
2025,2025-05-20,公式戦,東京ヤクルトスワローズ,ビジター,L,2,広島東洋カープ,2,6,0,"0,0,2,0,0,0,0,0,0",6,マツダスタジアム,18:00,03:22,24536,GAME20250520HCYS0241
2025,2025-05-20,公式戦,広島東洋カープ,ホーム,W,3,東京ヤクルトスワローズ,3,6,0,"1,1,0,0,0,1,0,0,x",6,マツダスタジアム,18:00,03:22,24536,GAME20250520HCYS0241
2025,2025-05-20,公式戦,読売ジャイアンツ,ビジター,L,0,阪神タイガース,0,5,1,"0,0,0,0,0,0,0,0,0",10,甲子園,18:02,02:34,42621,GAME20250520HTYG0244
2025,2025-05-20,公式戦,阪神タイガース,ホーム,W,4,読売ジャイアンツ,4,12,1,"3,0,0,0,0,0,1,0,x",10,甲子園,18:02,02:34,42621,GAME20250520HTYG0244
2025,2025-05-20,公式戦,福岡ソフトバンクホークス,ビジター,W,5,北海道日本ハムファイターズ,5,7,0,"0,0,0,0,2,1,0,0,2",6,エスコンＦ,18:01,02:44,27012,GAME20250520NFSH0242
2025,2025-05-20,公式戦,北海道日本ハムファイターズ,ホーム,L,2,福岡ソフトバンクホークス,2,6,1,"0,2,0,0,0,0,0,0,0",6,エスコンＦ,18:01,02:44,27012,GAME20250520NFSH0242
2025,2025-05-20,公式戦,千葉ロッテマリーンズ,ビジター,L,1,オリックス・バファローズ,1,2,0,"0,0,0,0,0,0,1,0,0",5,京セラD大阪,18:01,02:25,23643,GAME20250520OBLM0239
2025,2025-05-20,公式戦,オリックス・バファローズ,ホーム,W,2,千葉ロッテマリーンズ,2,9,0,"0,0,1,0,0,0,0,0,1x",5,京セラD大阪,18:01,02:25,23643,GAME20250520OBLM0239
2025,2025-05-20,公式戦,埼玉西武ライオンズ,ビジター,W,1,東北楽天ゴールデンイーグルス,1,4,0,"0,0,1,0,0,0,0,0,0",5,盛　岡,18:05,03:07,12509,GAME20250520RESL0243
2025,2025-05-20,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,0,埼玉西武ライオンズ,0,6,3,"0,0,0,0,0,0,0,0,0",5,盛　岡,18:05,03:07,12509,GAME20250520RESL0243
2025,2025-05-21,公式戦,中日ドラゴンズ,ビジター,W,6,横浜DeNAベイスターズ,6,10,0,"0,1,1,2,0,0,1,0,1",10,横　浜,17:30,03:19,33227,GAME20250521DBCD0246
2025,2025-05-21,公式戦,横浜DeNAベイスターズ,ホーム,L,5,中日ドラゴンズ,5,11,3,"0,0,0,0,0,3,2,0,0",10,横　浜,17:30,03:19,33227,GAME20250521DBCD0246
2025,2025-05-21,公式戦,読売ジャイアンツ,ビジター,W,5,阪神タイガース,5,12,0,"0,0,0,4,0,1,0,0,0",11,甲子園,18:00,04:10,42620,GAME20250521HTYG0248
2025,2025-05-21,公式戦,阪神タイガース,ホーム,L,4,読売ジャイアンツ,4,11,1,"0,0,0,1,0,1,2,0,0",11,甲子園,18:00,04:10,42620,GAME20250521HTYG0248
2025,2025-05-21,公式戦,福岡ソフトバンクホークス,ビジター,L,1,北海道日本ハムファイターズ,1,4,0,"0,1,0,0,0,0,0,0,0",7,エスコンＦ,18:01,02:31,26147,GAME20250521NFSH0247
2025,2025-05-21,公式戦,北海道日本ハムファイターズ,ホーム,W,2,福岡ソフトバンクホークス,2,6,0,"0,0,0,1,0,0,0,0,1x",7,エスコンＦ,18:01,02:31,26147,GAME20250521NFSH0247
2025,2025-05-21,公式戦,千葉ロッテマリーンズ,ビジター,L,1,オリックス・バファローズ,1,7,1,"0,0,0,0,0,1,0,0,0",6,京セラD大阪,18:01,02:53,24568,GAME20250521OBLM0245
2025,2025-05-21,公式戦,オリックス・バファローズ,ホーム,W,6,千葉ロッテマリーンズ,6,10,0,"0,0,0,0,1,2,3,0,x",6,京セラD大阪,18:01,02:53,24568,GAME20250521OBLM0245
2025,2025-05-22,公式戦,中日ドラゴンズ,ビジター,L,0,横浜DeNAベイスターズ,0,1,2,"0,0,0,0,0,0,0,0,0",11,横　浜,17:30,02:31,32819,GAME20250522DBCD0250
2025,2025-05-22,公式戦,横浜DeNAベイスターズ,ホーム,W,4,中日ドラゴンズ,4,11,0,"2,0,0,0,0,2,0,0,x",11,横　浜,17:30,02:31,32819,GAME20250522DBCD0250
2025,2025-05-22,公式戦,東京ヤクルトスワローズ,ビジター,T,2,広島東洋カープ,2,7,1,"1,0,1,0,0,0,0,0,0,0,0,0",7,マツダスタジアム,18:00,04:32,23171,GAME20250522HCYS0251
2025,2025-05-22,公式戦,広島東洋カープ,ホーム,T,2,東京ヤクルトスワローズ,2,9,1,"0,1,0,0,0,0,0,1,0,0,0,0",7,マツダスタジアム,18:00,04:32,23171,GAME20250522HCYS0251
2025,2025-05-22,公式戦,読売ジャイアンツ,ビジター,W,3,阪神タイガース,3,12,2,"0,1,0,0,0,0,1,0,0,0,1",12,甲子園,18:00,04:18,42619,GAME20250522HTYG0254
2025,2025-05-22,公式戦,阪神タイガース,ホーム,L,2,読売ジャイアンツ,2,6,1,"0,2,0,0,0,0,0,0,0,0,0",12,甲子園,18:00,04:18,42619,GAME20250522HTYG0254
2025,2025-05-22,公式戦,福岡ソフトバンクホークス,ビジター,W,4,北海道日本ハムファイターズ,4,8,0,"2,0,0,0,1,0,0,0,0,0,1",8,エスコンＦ,18:01,04:11,26831,GAME20250522NFSH0252
2025,2025-05-22,公式戦,北海道日本ハムファイターズ,ホーム,L,3,福岡ソフトバンクホークス,3,6,1,"0,1,0,1,0,1,0,0,0,0,0",8,エスコンＦ,18:01,04:11,26831,GAME20250522NFSH0252
2025,2025-05-22,公式戦,千葉ロッテマリーンズ,ビジター,W,9,オリックス・バファローズ,9,12,0,"0,0,0,0,1,5,2,1,0",7,京セラD大阪,18:02,03:16,24682,GAME20250522OBLM0249
2025,2025-05-22,公式戦,オリックス・バファローズ,ホーム,L,1,千葉ロッテマリーンズ,1,4,0,"0,0,0,0,0,0,1,0,0",7,京セラD大阪,18:02,03:16,24682,GAME20250522OBLM0249
