date,game_id,home,away,home_score,away_score,stadium,start_time,home_elo_before,away_elo_before,home_expected_win_rate,home_elo_change,home_elo_after,away_elo_after
2025-04-02,GAME20250402YSHC0022,ヤクルト,広島,5,4,神　宮,18:00,1474.5044700987376,1488.8454309324513,0.5296957573828813,9.406084852342374,1483.91055495108,1479.4393460801089
2025-04-02,GAME20250402HTDB0026,阪神,DeNA,6,6,京セラD大阪,18:01,1500.0216201964413,1517.75511719577,0.5248280585881948,-0.49656117176389625,1499.5250590246774,1518.251678367534
2025-04-03,GAME20250403CDYG0029,中日,巨人,3,5,バンテリンドーム,18:00,1492.6419741944305,1526.2313873821693,0.5020299864501396,-10.040599729002793,1482.6013744654279,1536.2719871111722
2025-04-03,GAME20250403HTDB0031,阪神,DeNA,2,5,京セラD大阪,18:00,1499.5250590246774,1518.251678367534,0.5234021662078759,-10.468043324157518,1489.05701570052,1528.7197216916913
2025-04-03,GAME20250403YSHC0027,ヤクルト,広島,3,0,神　宮,18:00,1483.91055495108,1479.4393460801089,0.5565605099815708,8.868789800368583,1492.7793447514487,1470.5705562797402
2025-04-04,GAME20250404HCDB0036,広島,DeNA,8,2,マツダスタジアム,18:00,1470.5705562797402,1528.7197216916913,0.46673488391161444,10.665302321767712,1481.235858601508,1518.0544193699236
2025-04-04,GAME20250404YGHT0035,巨人,阪神,2,7,東京ドーム,18:00,1536.2719871111722,1489.05701570052,0.6161568185054226,-12.323136370108452,1523.9488507410638,1501.3801520706284
2025-04-04,GAME20250404YSCD0033,ヤクルト,中日,1,1,神　宮,18:00,1492.7793447514487,1482.6013744654279,0.5646523444823183,-1.2930468896463654,1491.4862978618023,1483.8944213550742
2025-04-05,GAME20250405YGHT0041,巨人,阪神,3,4,東京ドーム,14:00,1523.9488507410638,1501.3801520706284,0.5820980499398875,-11.64196099879775,1512.306889742266,1513.022113069426
2025-04-05,GAME20250405YSCD0039,ヤクルト,中日,2,0,神　宮,14:00,1491.4862978618023,1483.8944213550742,0.56098942410434,8.780211517913198,1500.2665093797154,1475.114209837161
2025-04-05,GAME20250405HCDB0042,広島,DeNA,8,7,マツダスタジアム,14:01,1481.235858601508,1518.0544193699236,0.4973829045778298,10.052341908443406,1491.2882005099514,1508.0020774614802
2025-04-06,GAME20250406YGHT0047,巨人,阪神,0,1,東京ドーム,13:00,1512.306889742266,1513.022113069426,0.5491802300866883,-10.983604601733765,1501.3232851405323,1524.0057176711598
2025-04-06,GAME20250406HCDB0048,広島,DeNA,7,6,マツダスタジアム,13:30,1491.2882005099514,1508.0020774614802,0.5262915742243014,9.474168515513972,1500.7623690254654,1498.5279089459661
2025-04-06,GAME20250406YSCD0045,ヤクルト,中日,5,6,神　宮,13:30,1500.2665093797154,1475.114209837161,0.5857114306244676,-11.714228612489352,1488.5522807672262,1486.8284384496503
2025-04-08,GAME20250408CDHC0052,中日,広島,1,1,岐　阜,18:00,1486.8284384496503,1500.7623690254654,0.5302794139388811,-0.6055882787776223,1486.2228501708728,1501.367957304243
2025-04-08,GAME20250408DBYG0051,DeNA,巨人,3,3,横　浜,18:00,1498.5279089459661,1501.3232851405323,0.5462139002784226,-0.924278005568453,1497.6036309403978,1502.2475631461007
2025-04-08,GAME20250408HTYS0054,阪神,ヤクルト,0,1,甲子園,18:03,1524.0057176711598,1488.5522807672262,0.6000233939651038,-12.000467879302077,1512.0052497918578,1500.5527486465282
2025-04-09,GAME20250409CDHC0058,中日,広島,3,1,バンテリンドーム,18:00,1486.2228501708728,1501.367957304243,0.5285424234123023,9.429151531753954,1495.6520017026266,1491.938805772489
2025-04-09,GAME20250409DBYG0057,DeNA,巨人,3,6,横　浜,18:00,1497.6036309403978,1502.2475631461007,0.5435750680891743,-10.871501361783487,1486.7321295786144,1513.119064507884
2025-04-09,GAME20250409HTYS0060,阪神,ヤクルト,3,5,甲子園,18:01,1512.0052497918578,1500.5527486465282,0.5664550114320068,-11.329100228640137,1500.6761495632177,1511.8818488751683
2025-04-10,GAME20250410CDHC0063,中日,広島,1,2,バンテリンドーム,18:00,1495.6520017026266,1491.938805772489,0.5554833366820986,-11.109666733641973,1484.5423349689847,1503.048472506131
2025-04-11,GAME20250411HCYG0066,広島,巨人,12,3,マツダスタジアム,18:00,1503.048472506131,1513.119064507884,0.5358148596005319,9.283702807989362,1512.3321753141204,1503.8353616998947
2025-04-11,GAME20250411HTCD0069,阪神,中日,6,3,甲子園,18:00,1500.6761495632177,1484.5423349689847,0.5730607249193105,8.538785501613791,1509.2149350648315,1476.003549467371
2025-04-12,GAME20250412DBYS0070,DeNA,ヤクルト,5,4,横　浜,14:00,1486.7321295786144,1511.8818488751683,0.5141718965180848,9.716562069638304,1496.4486916482526,1502.16528680553
2025-04-12,GAME20250412HCYG0072,広島,巨人,1,0,マツダスタジアム,14:00,1512.3321753141204,1503.8353616998947,0.5622719460706123,8.754561078587756,1521.0867363927082,1495.080800621307
2025-04-12,GAME20250412HTCD0075,阪神,中日,2,3,甲子園,14:01,1509.2149350648315,1476.003549467371,0.5969219853562953,-11.938439707125905,1497.2764953577055,1487.941989174497
2025-04-13,GAME20250413HCYG0076,広島,巨人,5,3,マツダスタジアム,13:30,1521.0867363927082,1495.080800621307,0.5869033076144546,8.261933847710907,1529.348670240419,1486.818866773596
2025-04-15,GAME20250415HCCD0084,広島,中日,7,1,マツダスタジアム,18:00,1529.348670240419,1487.941989174497,0.6082190495151103,7.835619009697794,1537.184289250117,1480.106370164799
2025-04-15,GAME20250415YGDB0083,巨人,DeNA,1,0,東京ドーム,18:01,1486.818866773596,1496.4486916482526,0.5364458622536185,9.271082754927631,1496.0899495285237,1487.177608893325
2025-04-15,GAME20250415YSHT0081,ヤクルト,阪神,1,5,松　山,18:01,1502.16528680553,1497.2764953577055,0.5571536887116934,-11.143073774233867,1491.0222130312961,1508.4195691319394
2025-04-16,GAME20250416HCCD0089,広島,中日,0,2,マツダスタジアム,18:00,1537.184289250117,1480.106370164799,0.6294931665642349,-12.589863331284699,1524.5944259188323,1492.6962334960838
2025-04-16,GAME20250416YGDB0088,巨人,DeNA,5,0,東京ドーム,18:00,1496.0899495285237,1487.177608893325,0.5628605740113778,8.742788519772445,1504.832738048296,1478.4348203735526
2025-04-17,GAME20250417YSHT0092,ヤクルト,阪神,5,7,神　宮,18:00,1491.0222130312961,1508.4195691319394,0.5253105881089387,-10.506211762178774,1480.5160012691174,1518.9257808941181
2025-04-17,GAME20250417YGDB0093,巨人,DeNA,1,9,東京ドーム,18:01,1504.832738048296,1478.4348203735526,0.5874502664625757,-11.749005329251514,1493.0837327190445,1490.1838257028041
2025-04-18,GAME20250418YSYG0095,ヤクルト,巨人,2,7,神　宮,18:00,1480.5160012691174,1493.0837327190445,0.5322378455810016,-10.644756911620032,1469.8712443574973,1503.7284896306646
2025-04-18,GAME20250418HTHC0097,阪神,広島,2,5,甲子園,18:01,1518.9257808941181,1524.5944259188323,0.5421112161932724,-10.842224323865448,1508.0835565702528,1535.4366502426976
2025-04-19,GAME20250419CDDB0101,中日,DeNA,3,2,バンテリンドーム,14:00,1492.6962334960838,1490.1838257028041,0.5537758944121487,8.924482111757026,1501.6207156078408,1481.2593435910471
2025-04-19,GAME20250419HTHC0103,阪神,広島,0,3,甲子園,14:01,1508.0835565702528,1535.4366502426976,0.5110030061850397,-10.220060123700794,1497.863496446552,1545.6567103663983
2025-04-19,GAME20250419YSYG0100,ヤクルト,巨人,4,6,神　宮,18:00,1469.8712443574973,1503.7284896306646,0.5016445503189586,-10.032891006379172,1459.838353351118,1513.7613806370439
2025-04-20,GAME20250420CDDB0107,中日,DeNA,2,0,バンテリンドーム,13:30,1501.6207156078408,1481.2593435910471,0.5790039076817597,8.419921846364806,1510.0406374542056,1472.8394217446823
2025-04-20,GAME20250420HTHC0109,阪神,広島,8,1,甲子園,14:01,1497.863496446552,1545.6567103663983,0.4815974014955562,10.368051970088876,1508.2315484166409,1535.2886583963095
2025-04-20,GAME20250420YSYG0106,ヤクルト,巨人,3,2,神　宮,18:01,1459.838353351118,1513.7613806370439,0.47279447035093486,10.544110592981305,1470.3824639440993,1503.2172700440626
2025-04-22,GAME20250422DBHT0112,DeNA,阪神,2,4,横　浜,17:45,1472.8394217446823,1508.2315484166409,0.4994356845962243,-9.988713691924486,1462.850708052758,1518.2202621085653
2025-04-22,GAME20250422YGCD0114,巨人,中日,8,1,東京ドーム,18:00,1503.2172700440626,1510.0406374542056,0.5404607688794835,9.19078462241033,1512.408054666473,1500.8498528317953
