date,game_id,home,away,home_score,away_score,stadium,start_time
2025-09-07,GAME20250907DBYS0739,DeNA,ヤクルト,3,2,横　浜,18:01
2025-09-07,GAME20250907HTHC0741,阪神,広島,2,0,甲子園,18:01
2025-09-09,GAME20250909YSCD0744,ヤクルト,中日,3,2,神　宮,18:00
2025-09-09,GAME20250909YGHC0746,巨人,広島,6,4,東京ドーム,18:01
2025-09-09,GAME20250909HTDB0749,阪神,DeNA,0,3,甲子園,18:02
2025-09-10,GAME20250910YGHC0751,巨人,広島,4,3,東京ドーム,18:00
2025-09-10,GAME20250910YSCD0750,ヤクルト,中日,3,6,神　宮,18:00
2025-09-10,GAME20250910HTDB0752,阪神,DeNA,1,6,甲子園,18:01
2025-09-11,GAME20250911YGHC0755,巨人,広島,2,3,東京ドーム,18:00
2025-09-11,GAME20250911YSCD0753,ヤクルト,中日,6,5,神　宮,18:00
2025-09-11,GAME20250911HTDB0757,阪神,DeNA,2,0,甲子園,18:01
2025-09-12,GAME20250912HCCD0759,広島,中日,9,0,マツダスタジアム,18:00
2025-09-12,GAME20250912YSDB0758,ヤクルト,DeNA,2,10,神　宮,18:00
2025-09-13,GAME20250913HCCD0765,広島,中日,5,0,マツダスタジアム,14:00
2025-09-13,GAME20250913YGHT0764,巨人,阪神,11,10,東京ドーム,14:00
2025-09-13,GAME20250913YSDB0763,ヤクルト,DeNA,2,6,神　宮,18:20
2025-09-14,GAME20250914DBYG0769,DeNA,巨人,9,7,横　浜,18:00
2025-09-14,GAME20250914HCYS0770,広島,ヤクルト,6,8,マツダスタジアム,18:00
2025-09-14,GAME20250914HTCD0773,阪神,中日,0,1,甲子園,18:01
2025-09-15,GAME20250915HTCD0779,阪神,中日,6,2,甲子園,14:00
2025-09-15,GAME20250915HCYS0776,広島,ヤクルト,6,2,マツダスタジアム,14:01
2025-09-15,GAME20250915DBYG0775,DeNA,巨人,3,0,横　浜,18:01
2025-09-17,GAME20250917CDDB0784,中日,DeNA,0,1,バンテリンドーム,18:00
2025-09-17,GAME20250917YSYG0783,ヤクルト,巨人,2,4,神　宮,18:01
2025-09-17,GAME20250917HCHT0785,広島,阪神,1,6,マツダスタジアム,19:10
2025-09-18,GAME20250918CDDB0790,中日,DeNA,4,7,バンテリンドーム,18:00
2025-09-18,GAME20250918HCHT0791,広島,阪神,2,7,マツダスタジアム,18:00
2025-09-18,GAME20250918YSYG0788,ヤクルト,巨人,5,0,神　宮,18:00
2025-09-19,GAME20250919CDYS0793,中日,ヤクルト,2,6,バンテリンドーム,18:00
2025-09-19,GAME20250919YGHC0794,巨人,広島,5,4,東京ドーム,18:00
2025-09-19,GAME20250919HTDB0796,阪神,DeNA,4,0,甲子園,18:01
2025-09-20,GAME20250920CDYS0798,中日,ヤクルト,3,0,バンテリンドーム,14:00
2025-09-20,GAME20250920YGHC0799,巨人,広島,3,1,東京ドーム,14:00
2025-09-20,GAME20250920HTDB0802,阪神,DeNA,1,4,甲子園,14:01
2025-09-21,GAME20250921CDYG0806,中日,巨人,5,2,バンテリンドーム,13:30
2025-09-21,GAME20250921DBHC0804,DeNA,広島,7,2,横　浜,18:00
2025-09-21,GAME20250921YSHT0805,ヤクルト,阪神,8,1,神　宮,18:00
2025-09-22,GAME20250922YSHT0810,ヤクルト,阪神,3,2,神　宮,18:00
2025-09-23,GAME20250923DBHT0813,DeNA,阪神,2,2,横　浜,14:00
2025-09-23,GAME20250923YSCD0814,ヤクルト,中日,0,3,神　宮,18:00
2025-09-23,GAME20250923HCYG0816,広島,巨人,5,0,マツダスタジアム,18:01
2025-09-26,GAME20250926DBYG0823,DeNA,巨人,5,4,横　浜,18:00
2025-09-26,GAME20250926YSHC0824,ヤクルト,広島,11,1,神　宮,18:00
2025-09-26,GAME20250926HTCD0826,阪神,中日,6,2,甲子園,18:02
2025-09-27,GAME20250927DBYG0829,DeNA,巨人,8,9,横　浜,14:00
2025-09-27,GAME20250927HTCD0832,阪神,中日,3,5,甲子園,14:02
2025-09-27,GAME20250927YSHC0830,ヤクルト,広島,3,1,神　宮,18:00
2025-09-28,GAME20250928HTCD0838,阪神,中日,2,4,甲子園,14:00
2025-09-28,GAME20250928YSYG0835,ヤクルト,巨人,4,4,神　宮,18:00
2025-09-28,GAME20250928HCDB0837,広島,DeNA,2,10,マツダスタジアム,18:01
2025-09-30,GAME20250930YGCD0845,巨人,中日,4,2,東京ドーム,18:00
2025-09-30,GAME20250930DBYS0843,DeNA,ヤクルト,4,5,横　浜,18:01
2025-10-01,GAME20251001DBYS0847,DeNA,ヤクルト,9,6,横　浜,18:00
2025-10-01,GAME20251001YGCD0848,巨人,中日,5,2,東京ドーム,18:00
2025-10-02,GAME20251002HTYS0850,阪神,ヤクルト,6,2,甲子園,18:01
2025-10-03,GAME20251003HCYS0852,広島,ヤクルト,1,6,マツダスタジアム,18:05
2025-10-04,GAME20251004HCYS0855,広島,ヤクルト,1,3,マツダスタジアム,13:30
